živome	živ	Af	13
vašima	vaš	Ps-mpl	16
tvojim	tvoj	Ps-mpl	16
tvojima	tvoj	Ps-mpl	16
svojim	svoj	Ps-mpl	16
vaši	vaš	Ps-mpn	8
tvoji	tvoj	Ps-mpn	8
svoji	svoj	Ps-mpn	8
njihovi	njihov	Ps-mpn	8
njeni	njen	Ps-mpn	8
vaš	vaš	Ps-msa	30
vašeg	vaš	Ps-msa	30
vašega	vaš	Ps-msa	30
tvoj	tvoj	Ps-msa	30
tvojeg	tvoj	Ps-msa	30
vašem	vaš	Ps-msd	31
vašemu	vaš	Ps-msd	31
tvomu	tvoj	Ps-msd	31
tvom	tvoj	Ps-msd	31
tvome	tvoj	Ps-msd	31
vašeg	vaš	Ps-msg	27
vašega	vaš	Ps-msg	27
tvojeg	tvoj	Ps-msg	27
tvojega	tvoj	Ps-msg	27
tvog	tvoj	Ps-msg	27
vašim	vaš	Ps-msi	11
tvojim	tvoj	Ps-msi	11
svojim	svoj	Ps-msi	11
njihovim	njihov	Ps-msi	11
njihovime	njihov	Ps-msi	11
vašem	vaš	Ps-msl	31
vašemu	vaš	Ps-msl	31
tvomu	tvoj	Ps-msl	31
tvom	tvoj	Ps-msl	31
tvome	tvoj	Ps-msl	31
vaš	vaš	Ps-msn	8
tvoj	tvoj	Ps-msn	8
svoj	svoj	Ps-msn	8
njihov	njihov	Ps-msn	8
njen	njen	Ps-msn	8
moja	moj	Ps-nd	1
vaša	vaš	Ps-npa	8
tvoja	tvoj	Ps-npa	8
svoja	svoj	Ps-npa	8
njihova	njihov	Ps-npa	8
njena	njen	Ps-npa	8
vašim	vaš	Ps-npd	16
vašima	vaš	Ps-npd	16
tvojim	tvoj	Ps-npd	16
tvojima	tvoj	Ps-npd	16
svojim	svoj	Ps-npd	16
vaših	vaš	Ps-npg	9
tvojih	tvoj	Ps-npg	9
svojih	svoj	Ps-npg	9
svoje	svoj	Ps-npg	9
njihovih	njihov	Ps-npg	9
vašim	vaš	Ps-npi	16
vašima	vaš	Ps-npi	16
tvojim	tvoj	Ps-npi	16
tvojima	tvoj	Ps-npi	16
svojim	svoj	Ps-npi	16
vašim	vaš	Ps-npl	16
vašima	vaš	Ps-npl	16
tvojim	tvoj	Ps-npl	16
tvojima	tvoj	Ps-npl	16
svojim	svoj	Ps-npl	16
vaša	vaš	Ps-npn	11
tvoji	tvoj	Ps-npn	11
tvoja	tvoj	Ps-npn	11
svoji	svoj	Ps-npn	11
svoja	svoj	Ps-npn	11
vaše	vaš	Ps-nsa	8
tvoje	tvoj	Ps-nsa	8
svoje	svoj	Ps-nsa	8
njihovo	njihov	Ps-nsa	8
njeno	njen	Ps-nsa	8
vašem	vaš	Ps-nsd	31
vašemu	vaš	Ps-nsd	31
tvomu	tvoj	Ps-nsd	31
tvom	tvoj	Ps-nsd	31
tvome	tvoj	Ps-nsd	31
vašeg	vaš	Ps-nsg	25
vašega	vaš	Ps-nsg	25
tvojeg	tvoj	Ps-nsg	25
tvojega	tvoj	Ps-nsg	25
tvog	tvoj	Ps-nsg	25
vašim	vaš	Ps-nsi	11
tvojim	tvoj	Ps-nsi	11
svojim	svoj	Ps-nsi	11
njihovim	njihov	Ps-nsi	11
njihovime	njihov	Ps-nsi	11
vašem	vaš	Ps-nsl	31
vašemu	vaš	Ps-nsl	31
tvomu	tvoj	Ps-nsl	31
tvom	tvoj	Ps-nsl	31
tvome	tvoj	Ps-nsl	31
vaše	vaš	Ps-nsn	8
tvoje	tvoj	Ps-nsn	8
svoje	svoj	Ps-nsn	8
njihovo	njihov	Ps-nsn	8
njeno	njen	Ps-nsn	8
samo	sam	Px	1
svašta	svašta	Px--sa	6
svakog	svako	Px--sa	6
svakoga	svako	Px--sa	6
ništa	ništa	Px--sa	6
nikog	niko	Px--sa	6
svakomu	svako	Px--sd	8
svakom	svako	Px--sd	8
svakome	svako	Px--sd	8
svačemu	svašta	Px--sd	8
nikomu	niko	Px--sd	8
svakog	svako	Px--sg	8
svakoga	svako	Px--sg	8
svačeg	svašta	Px--sg	8
svačega	svašta	Px--sg	8
nikog	niko	Px--sg	8
svakim	svako	Px--si	8
svakime	svako	Px--si	8
svačim	svašta	Px--si	8
svačime	svašta	Px--si	8
nikim	niko	Px--si	8
svakom	svako	Px--sl	8
svakome	svako	Px--sl	8
svačemu	svašta	Px--sl	8
svačem	svašta	Px--sl	8
nikom	niko	Px--sl	8
svašta	svašta	Px--sn	4
svako	svako	Px--sn	4
ništa	ništa	Px--sn	4
niko	niko	Px--sn	4
sve	sav	Px-fpa	11
svakoje	svakoji	Px-fpa	11
svake	svaki	Px-fpa	11
svakake	svakaki	Px-fpa	11
svačije	svačiji	Px-fpa	11
svim	sav	Px-fpd	22
svima	sav	Px-fpd	22
svakojim	svakoji	Px-fpd	22
svakojima	svakoji	Px-fpd	22
svakim	svaki	Px-fpd	22
svih	sav	Px-fpg	11
svakojih	svakoji	Px-fpg	11
svakih	svaki	Px-fpg	11
svakakih	svakaki	Px-fpg	11
svačijih	svačiji	Px-fpg	11
svim	sav	Px-fpi	22
svima	sav	Px-fpi	22
svakojim	svakoji	Px-fpi	22
svakojima	svakoji	Px-fpi	22
svakim	svaki	Px-fpi	22
svim	sav	Px-fpl	22
svima	sav	Px-fpl	22
svakojim	svakoji	Px-fpl	22
svakojima	svakoji	Px-fpl	22
svakim	svaki	Px-fpl	22
sve	sav	Px-fpn	11
svakoje	svakoji	Px-fpn	11
svake	svaki	Px-fpn	11
svakake	svakaki	Px-fpn	11
svačije	svačiji	Px-fpn	11
svu	sav	Px-fsa	11
svaku	svaki	Px-fsa	11
svakoju	svakoji	Px-fsa	11
svakaku	svakaki	Px-fsa	11
svačiju	svačiji	Px-fsa	11
svoj	sav	Px-fsd	11
svakoj	svaki	Px-fsd	11
svakojoj	svakoji	Px-fsd	11
svakakoj	svakaki	Px-fsd	11
svačijoj	svačiji	Px-fsd	11
sve	sav	Px-fsg	11
svakoje	svakoji	Px-fsg	11
svake	svaki	Px-fsg	11
svakake	svakaki	Px-fsg	11
svačije	svačiji	Px-fsg	11
svom	sav	Px-fsi	11
svakom	svaki	Px-fsi	11
svakojom	svakoji	Px-fsi	11
svakakom	svakaki	Px-fsi	11
svačijom	svačiji	Px-fsi	11
svoj	sav	Px-fsl	11
svakoj	svaki	Px-fsl	11
svakojoj	svakoji	Px-fsl	11
svakakoj	svakaki	Px-fsl	11
svačijoj	svačiji	Px-fsl	11
sva	sav	Px-fsn	11
svakoja	svakoji	Px-fsn	11
svaka	svaki	Px-fsn	11
svakaka	svakaki	Px-fsn	11
svačija	svačiji	Px-fsn	11
sve	sav	Px-mpa	11
svakoje	svakoji	Px-mpa	11
svake	svaki	Px-mpa	11
svakake	svakaki	Px-mpa	11
svačije	svačiji	Px-mpa	11
svim	sav	Px-mpd	22
svima	sav	Px-mpd	22
svakojim	svakoji	Px-mpd	22
svakojima	svakoji	Px-mpd	22
svakim	svaki	Px-mpd	22
svih	sav	Px-mpg	11
svakojih	svakoji	Px-mpg	11
svakih	svaki	Px-mpg	11
svakakih	svakaki	Px-mpg	11
svačijih	svačiji	Px-mpg	11
svim	sav	Px-mpi	22
svima	sav	Px-mpi	22
svakojim	svakoji	Px-mpi	22
svakojima	svakoji	Px-mpi	22
svakim	svaki	Px-mpi	22
svim	sav	Px-mpl	22
svima	sav	Px-mpl	22
svakojim	svakoji	Px-mpl	22
svakojima	svakoji	Px-mpl	22
svakim	svaki	Px-mpl	22
svi	sav	Px-mpn	11
svakoji	svakoji	Px-mpn	11
svaki	svaki	Px-mpn	11
svakaki	svakaki	Px-mpn	11
svačiji	svačiji	Px-mpn	11
sveg	sav	Px-msa	37
svega	sav	Px-msa	37
svakoji	svakoji	Px-msa	37
svakojeg	svakoji	Px-msa	37
svakojega	svakoji	Px-msa	37
svemu	sav	Px-msd	40
svem	sav	Px-msd	40
svaku	svaki	Px-msd	40
svakomu	svakoji	Px-msd	40
svakomu	svaki	Px-msd	40
sveg	sav	Px-msg	32
svega	sav	Px-msg	32
svakojeg	svakoji	Px-msg	32
svakojega	svakoji	Px-msg	32
svakog	svakoji	Px-msg	32
svim	sav	Px-msi	17
svakojim	svakoji	Px-msi	17
svakim	svaki	Px-msi	17
svakime	svaki	Px-msi	17
svakakim	svakaki	Px-msi	17
svemu	sav	Px-msl	40
svem	sav	Px-msl	40
svaku	svaki	Px-msl	40
svakomu	svakoji	Px-msl	40
svakomu	svaki	Px-msl	40
svakoji	svakoji	Px-msn	11
svaki	svaki	Px-msn	11
svakaki	svakaki	Px-msn	11
svačiji	svačiji	Px-msn	11
sav	sav	Px-msn	11
sva	sav	Px-npa	11
svakoja	svakoji	Px-npa	11
svaka	svaki	Px-npa	11
svakaka	svakaki	Px-npa	11
svačija	svačiji	Px-npa	11
svim	sav	Px-npd	22
svima	sav	Px-npd	22
svakojim	svakoji	Px-npd	22
svakojima	svakoji	Px-npd	22
svakim	svaki	Px-npd	22
svih	sav	Px-npg	11
svakojih	svakoji	Px-npg	11
svakih	svaki	Px-npg	11
svakakih	svakaki	Px-npg	11
svačijih	svačiji	Px-npg	11
svim	sav	Px-npi	22
svima	sav	Px-npi	22
svakojim	svakoji	Px-npi	22
svakojima	svakoji	Px-npi	22
svakim	svaki	Px-npi	22
svim	sav	Px-npl	22
svima	sav	Px-npl	22
svakojim	svakoji	Px-npl	22
svakojima	svakoji	Px-npl	22
svakim	svaki	Px-npl	22
sva	sav	Px-npn	11
svakoja	svakoji	Px-npn	11
svaka	svaki	Px-npn	11
svakaka	svakaki	Px-npn	11
svačija	svačiji	Px-npn	11
sve	sav	Px-nsa	11
svako	svaki	Px-nsa	11
svakoje	svakoji	Px-nsa	11
svakako	svakaki	Px-nsa	11
svačije	svačiji	Px-nsa	11
svemu	sav	Px-nsd	40
svem	sav	Px-nsd	40
svaku	svaki	Px-nsd	40
svakomu	svakoji	Px-nsd	40
svakomu	svaki	Px-nsd	40
sveg	sav	Px-nsg	32
svega	sav	Px-nsg	32
svakojeg	svakoji	Px-nsg	32
svakojega	svakoji	Px-nsg	32
svakog	svakoji	Px-nsg	32
svim	sav	Px-nsi	17
svakojim	svakoji	Px-nsi	17
svakim	svaki	Px-nsi	17
svakime	svaki	Px-nsi	17
svakakim	svakaki	Px-nsi	17
svemu	sav	Px-nsl	40
svem	sav	Px-nsl	40
svaku	svaki	Px-nsl	40
svakomu	svakoji	Px-nsl	40
svakomu	svaki	Px-nsl	40
sve	sav	Px-nsn	11
svako	svaki	Px-nsn	11
svakoje	svakoji	Px-nsn	11
svakako	svakaki	Px-nsn	11
svačije	svačiji	Px-nsn	11
ništa	ništa	Pz--sa	2
nikog	niko	Pz--sa	2
nikome	niko	Pz--sd	1
nikog	niko	Pz--sg	4
nikoga	niko	Pz--sg	4
ničeg	ništa	Pz--sg	4
ničega	ništa	Pz--sg	4
ničim	ništa	Pz--si	1
ništa	ništa	Pz--sn	2
niko	niko	Pz--sn	2
nikakve	nikakav	Pz-fpa	1
nikakve	nikakav	Pz-fpn	1
nikakvu	nikakav	Pz-fsa	1
nikakve	nikakav	Pz-fsg	1
nikakvom	nikakav	Pz-fsi	1
nikakva	nikakav	Pz-fsn	2
ničija	ničiji	Pz-fsn	2
nikakve	nikakav	Pz-mpa	1
nikakvih	nikakav	Pz-mpg	1
nikakvi	nikakav	Pz-mpn	1
nikakav	nikakav	Pz-msa	1
nikakvog	nikakav	Pz-msg	1
ničijim	ničiji	Pz-msi	1
nikakav	nikakav	Pz-msn	1
nikakva	nikakav	Pz-npa	1
nikakvo	nikakav	Pz-nsa	1
zato	zato	Q	69
zar	zar	Q	69
zaista	zaista	Q	69
verovatno	verovatno	Q	69
već	već	Q	69
previše	previše	Rae	4
prerano	prerano	Rae	4
prekasno	prekasno	Rae	4
prebrzo	prebrzo	Rae	4
zverski	zverski	Rap	504
zvanično	zvanično	Rap	504
Žurno	žurno	Rap	504
žurno	žurno	Rap	504
zrelo	zrelo	Rap	504
najverovatnije	najverovatnije	Ras	16
najvažnije	najvažnije	Ras	16
najteže	najteže	Ras	16
najsvirepije	najsvirepije	Ras	16
najstrašnije	najstrašnije	Ras	16
zlo	zlo	Rgp	427
zdravo	zdravo	Rgp	427
zauvek	zauvek	Rgp	427
zato	zato	Rgp	427
zatim	zatim	Rgp	427
najpre	najpre	Rgs	1
zvučeći	zvučati	Rvp	4157
zvučavši	zvučati	Rvp	4157
zvonivši	zvoniti	Rvp	4157
zvoneći	zvoniti	Rvp	4157
zviždukavši	zviždukati	Rvp	4157
uza	uza	Sps	17
usred	usred	Sps	17
unutar	unutar	Sps	17
sem	sem	Sps	17
putem	putem	Sps	17
za	za	Spsa	21
uz	uz	Spsa	21
uza	uza	Spsa	21
u	u	Spsa	21
pred	pred	Spsa	21
uprkos	uprkos	Spsd	5
prema	prema	Spsd	5
nasuprot	nasuprot	Spsd	5
k	k	Spsd	5
ka	ka	Spsd	5
zbog	zbog	Spsg	56
za	za	Spsg	56
vrh	vrh	Spsg	56
više	više	Spsg	56
van	van	Spsg	56
za	za	Spsi	10
s	s	Spsi	10
sa	sa	Spsi	10
pred	pred	Spsi	10
preda	preda	Spsi	10
u	u	Spsl	6
pri	pri	Spsl	6
prema	prema	Spsl	6
po	po	Spsl	6
o	o	Spsl	6
jeste	jesam	Va--3p-an-n---p	1
nijesmo	jesam	Va-p1p-an-n---p	7
jesmo	jesam	Va-p1p-an-n---p	7
htjednemo	htjeti	Va-p1p-an-n---p	7
htednemo	hteti	Va-p1p-an-n---p	7
hoćemo	htjeti	Va-p1p-an-n---p	7
smo	jesam	Va-p1p-an-y---p	3
ćemo	htjeti	Va-p1p-an-y---p	3
ćemo	hteti	Va-p1p-an-y---p	3
nismo	jesam	Va-p1p-ay-y---p	4
nećemo	htjeti	Va-p1p-ay-y---p	4
nećemo	hteti	Va-p1p-ay-y---p	4
jismo	jesam	Va-p1p-ay-y---p	4
'Oću	Hteti	Va-p1s-an-n---p	8
nijesam	jesam	Va-p1s-an-n---p	8
jesam	jesam	Va-p1s-an-n---p	8
htjednem	htjeti	Va-p1s-an-n---p	8
htednem	hteti	Va-p1s-an-n---p	8
sam	jesam	Va-p1s-an-y---p	3
ću	htjeti	Va-p1s-an-y---p	3
ću	hteti	Va-p1s-an-y---p	3
nisam	jesam	Va-p1s-ay-y---p	5
neću	htjeti	Va-p1s-ay-y---p	5
neću	hteti	Va-p1s-ay-y---p	5
jisam	jesam	Va-p1s-ay-y---p	5
heću	hteti	Va-p1s-ay-y---p	5
nijeste	jesam	Va-p2p-an-n---p	7
jeste	jesam	Va-p2p-an-n---p	7
htjednete	htjeti	Va-p2p-an-n---p	7
htednete	hteti	Va-p2p-an-n---p	7
hoćete	htjeti	Va-p2p-an-n---p	7
ste	jesam	Va-p2p-an-y---p	3
ćete	htjeti	Va-p2p-an-y---p	3
ćete	hteti	Va-p2p-an-y---p	3
niste	jesam	Va-p2p-ay-y---p	5
nećete	htjeti	Va-p2p-ay-y---p	5
nećete	hteti	Va-p2p-ay-y---p	5
jiste	jesam	Va-p2p-ay-y---p	5
hećete	hteti	Va-p2p-ay-y---p	5
'Očeš	hteti	Va-p2s-an-n---p	9
'oćeš	hteti	Va-p2s-an-n---p	9
nijesi	jesam	Va-p2s-an-n---p	9
jesi	jesam	Va-p2s-an-n---p	9
htjedneš	htjeti	Va-p2s-an-n---p	9
si	jesam	Va-p2s-an-y---p	3
ćeš	htjeti	Va-p2s-an-y---p	3
ćeš	hteti	Va-p2s-an-y---p	3
nisi	jesam	Va-p2s-ay-y---p	5
nećeš	htjeti	Va-p2s-ay-y---p	5
nećeš	hteti	Va-p2s-ay-y---p	5
jisi	jesam	Va-p2s-ay-y---p	5
hećeš	hteti	Va-p2s-ay-y---p	5
nijesu	jesam	Va-p3p-an-n---p	7
jesu	jesam	Va-p3p-an-n---p	7
htjednu	htjeti	Va-p3p-an-n---p	7
htednu	hteti	Va-p3p-an-n---p	7
hoće	htjeti	Va-p3p-an-n---p	7
su	jesam	Va-p3p-an-y---p	3
će	htjeti	Va-p3p-an-y---p	3
će	hteti	Va-p3p-an-y---p	3
nisu	jesam	Va-p3p-ay-y---p	4
neće	htjeti	Va-p3p-ay-y---p	4
neće	hteti	Va-p3p-ay-y---p	4
jisu	jesam	Va-p3p-ay-y---p	4
'Oćeš	hteti	Va-p3s-an-n---p	9
jest	jesam	Va-p3s-an-n---p	9
jeste	jesam	Va-p3s-an-n---p	9
jes'	jeste	Va-p3s-an-n---p	9
htjedne	htjeti	Va-p3s-an-n---p	9
je	jesam	Va-p3s-an-y---p	3
će	htjeti	Va-p3s-an-y---p	3
će	hteti	Va-p3s-an-y---p	3
nije	jesam	Va-p3s-ay-y---p	5
neće	htjeti	Va-p3s-ay-y---p	5
neće	hteti	Va-p3s-ay-y---p	5
jije	jesam	Va-p3s-ay-y---p	5
heće	hteti	Va-p3s-ay-y---p	5
bismo	biti	Vaca1p-an-n---p	1
bih	biti	Vaca1s-an-n---p	1
biste	biti	Vaca2p-an-n---p	1
bi	biti	Vaca2s-an-n---p	1
biše	biti	Vaca3p-an-n---p	2
bi	biti	Vaca3p-an-n---p	2
bi	biti	Vaca3s-an-n---p	1
će	hteti	Vaia1--an-n---p	1
htjesmo	htjeti	Vaia1p-an-n---p	4
htjedosmo	htjeti	Vaia1p-an-n---p	4
htesmo	hteti	Vaia1p-an-n---p	4
htedosmo	hteti	Vaia1p-an-n---p	4
htjeh	htjeti	Vaia1s-an-n---p	4
htjedoh	htjeti	Vaia1s-an-n---p	4
hteh	hteti	Vaia1s-an-n---p	4
htedoh	hteti	Vaia1s-an-n---p	4
htjeste	htjeti	Vaia2p-an-n---p	4
htjedoste	htjeti	Vaia2p-an-n---p	4
hteste	hteti	Vaia2p-an-n---p	4
htedoste	hteti	Vaia2p-an-n---p	4
htje	htjeti	Vaia2s-an-n---p	4
htjede	htjeti	Vaia2s-an-n---p	4
hte	hteti	Vaia2s-an-n---p	4
htede	hteti	Vaia2s-an-n---p	4
htješe	htjeti	Vaia3p-an-n---p	4
htjedoše	htjeti	Vaia3p-an-n---p	4
hteše	hteti	Vaia3p-an-n---p	4
htedoše	hteti	Vaia3p-an-n---p	4
htje	htjeti	Vaia3s-an-n---p	4
htjede	htjeti	Vaia3s-an-n---p	4
hte	hteti	Vaia3s-an-n---p	4
htede	hteti	Vaia3s-an-n---p	4
bićemo	biti	Vaif1p-an-n---p	1
biću	biti	Vaif1s-an-n---p	1
bićete	biti	Vaif2p-an-n---p	1
bićeš	biti	Vaif2s-an-n---p	1
biće	biti	Vaif3p-an-n---p	1
biće	biti	Vaif3s-an-n---p	1
htijasmo	htjeti	Vaii1p-an-n---p	8
hotijasmo	htjeti	Vaii1p-an-n---p	8
hoćasmo	htjeti	Vaii1p-an-n---p	8
hoćasmo	hteti	Vaii1p-an-n---p	8
bjesmo	biti	Vaii1p-an-n---p	8
htijah	htjeti	Vaii1s-an-n---p	8
hotijah	htjeti	Vaii1s-an-n---p	8
hoćah	htjeti	Vaii1s-an-n---p	8
hoćah	hteti	Vaii1s-an-n---p	8
bjeh	biti	Vaii1s-an-n---p	8
htijaste	htjeti	Vaii2p-an-n---p	8
hotijaste	htjeti	Vaii2p-an-n---p	8
hoćaste	htjeti	Vaii2p-an-n---p	8
hoćaste	hteti	Vaii2p-an-n---p	8
bjeste	biti	Vaii2p-an-n---p	8
htijaše	htjeti	Vaii2s-an-n---p	8
hotijaše	htjeti	Vaii2s-an-n---p	8
hoćaše	htjeti	Vaii2s-an-n---p	8
hoćaše	hteti	Vaii2s-an-n---p	8
bješe	biti	Vaii2s-an-n---p	8
htijahu	htjeti	Vaii3p-an-n---p	8
hotijahu	htjeti	Vaii3p-an-n---p	8
hoćahu	htjeti	Vaii3p-an-n---p	8
hoćahu	hteti	Vaii3p-an-n---p	8
bjehu	biti	Vaii3p-an-n---p	8
htijaše	htjeti	Vaii3s-an-n---p	8
hotijaše	htjeti	Vaii3s-an-n---p	8
hoćaše	htjeti	Vaii3s-an-n---p	8
hoćaše	hteti	Vaii3s-an-n---p	8
bješe	biti	Vaii3s-an-n---p	8
htjednimo	htjeti	Vamp1p-an-n---p	3
htednimo	hteti	Vamp1p-an-n---p	3
budimo	biti	Vamp1p-an-n---p	3
memojte	moći	Vamp2p-an-n---p	4
htjednite	htjeti	Vamp2p-an-n---p	4
htednite	hteti	Vamp2p-an-n---p	4
budite	biti	Vamp2p-an-n---p	4
htjedni	htjeti	Vamp2s-an-n---p	3
htedni	hteti	Vamp2s-an-n---p	3
budi	biti	Vamp2s-an-n---p	3
htjeti	htjeti	Van----an-n---p	3
hteti	hteti	Van----an-n---p	3
biti	biti	Van----an-n---p	3
htjele	htjeti	Vaps-pfan-n---p	3
htele	hteti	Vaps-pfan-n---p	3
bile	biti	Vaps-pfan-n---p	3
'Teli	hteti	Vaps-pman-n---p	5
'teli	hteti	Vaps-pman-n---p	5
htjeli	htjeti	Vaps-pman-n---p	5
hteli	hteti	Vaps-pman-n---p	5
bili	biti	Vaps-pman-n---p	5
htjela	htjeti	Vaps-pnan-n---p	4
htela	hteti	Vaps-pnan-n---p	4
bilo	biti	Vaps-pnan-n---p	4
bila	biti	Vaps-pnan-n---p	4
'tela	hteti	Vaps-sfan-n---p	4
htjela	htjeti	Vaps-sfan-n---p	4
htela	hteti	Vaps-sfan-n---p	4
bila	biti	Vaps-sfan-n---p	4
htio	htjeti	Vaps-sman-n---p	3
hteo	hteti	Vaps-sman-n---p	3
bio	biti	Vaps-sman-n---p	3
htjelo	htjeti	Vaps-snan-n---p	3
htelo	hteti	Vaps-snan-n---p	3
bilo	biti	Vaps-snan-n---p	3
ukočen	ukočiti	Vm----fan-n---e	1
uspeo	uspeti	Vm---sman-n---e	1
paralisalo	paralisati	Vm---snan-n---p	1
razdra	razdrati	Vm--3s-an-n---e	2
okrete	okrenuti	Vm--3s-an-n---e	2
zveknemo	zveknuti	Vm-p1p-an-n---e	1499
žrtvujemo	žrtvovati	Vm-p1p-an-n---e	1499
žmurimo	žmuriti	Vm-p1p-an-n---e	1499
zgužvamo	zgužvati	Vm-p1p-an-n---e	1499
zguramo	zgurati	Vm-p1p-an-n---e	1499
zvučimo	zvučati	Vm-p1p-an-n---p	1346
zvonimo	zvoniti	Vm-p1p-an-n---p	1346
zviždukamo	zviždukati	Vm-p1p-an-n---p	1346
zviždučemo	zviždukati	Vm-p1p-an-n---p	1346
zviždimo	zviždati	Vm-p1p-an-n---p	1346
zveknem	zveknuti	Vm-p1s-an-n---e	1500
žrtvujem	žrtvovati	Vm-p1s-an-n---e	1500
žmurim	žmuriti	Vm-p1s-an-n---e	1500
zgužvam	zgužvati	Vm-p1s-an-n---e	1500
zguram	zgurati	Vm-p1s-an-n---e	1500
zvučim	zvučati	Vm-p1s-an-n---p	1348
zvonim	zvoniti	Vm-p1s-an-n---p	1348
zviždukam	zviždukati	Vm-p1s-an-n---p	1348
zviždučem	zviždukati	Vm-p1s-an-n---p	1348
zviždim	zviždati	Vm-p1s-an-n---p	1348
zveknete	zveknuti	Vm-p2p-an-n---e	1499
žrtvujete	žrtvovati	Vm-p2p-an-n---e	1499
žmurite	žmuriti	Vm-p2p-an-n---e	1499
zgužvate	zgužvati	Vm-p2p-an-n---e	1499
zgurate	zgurati	Vm-p2p-an-n---e	1499
zvučite	zvučati	Vm-p2p-an-n---p	1345
zvonite	zvoniti	Vm-p2p-an-n---p	1345
zviždukate	zviždukati	Vm-p2p-an-n---p	1345
zviždučete	zviždukati	Vm-p2p-an-n---p	1345
zviždite	zviždati	Vm-p2p-an-n---p	1345
zvekneš	zveknuti	Vm-p2s-an-n---e	1501
žrtvuješ	žrtvovati	Vm-p2s-an-n---e	1501
žmuriš	žmuriti	Vm-p2s-an-n---e	1501
zgužvaš	zgužvati	Vm-p2s-an-n---e	1501
zguraš	zgurati	Vm-p2s-an-n---e	1501
zvučiš	zvučati	Vm-p2s-an-n---p	1346
zvoniš	zvoniti	Vm-p2s-an-n---p	1346
zviždukaš	zviždukati	Vm-p2s-an-n---p	1346
zviždučeš	zviždukati	Vm-p2s-an-n---p	1346
zviždiš	zviždati	Vm-p2s-an-n---p	1346
zveknu	zveknuti	Vm-p3p-an-n---e	1504
žrtvuju	žrtvovati	Vm-p3p-an-n---e	1504
žmure	žmuriti	Vm-p3p-an-n---e	1504
zgužvaju	zgužvati	Vm-p3p-an-n---e	1504
zguraju	zgurati	Vm-p3p-an-n---e	1504
zvuče	zvučati	Vm-p3p-an-n---p	1345
zvone	zvoniti	Vm-p3p-an-n---p	1345
zviždukaju	zviždukati	Vm-p3p-an-n---p	1345
zvižduču	zviždukati	Vm-p3p-an-n---p	1345
zvižde	zviždati	Vm-p3p-an-n---p	1345
zvekne	zveknuti	Vm-p3s-an-n---e	1502
žrtvuje	žrtvovati	Vm-p3s-an-n---e	1502
žmuri	žmuriti	Vm-p3s-an-n---e	1502
zgužva	zgužvati	Vm-p3s-an-n---e	1502
zgura	zgurati	Vm-p3s-an-n---e	1502
zvuči	zvučati	Vm-p3s-an-n---p	1348
zvoni	zvoniti	Vm-p3s-an-n---p	1348
zvižduka	zviždukati	Vm-p3s-an-n---p	1348
zvižduče	zviždukati	Vm-p3s-an-n---p	1348
zviždi	zviždati	Vm-p3s-an-n---p	1348
bismo	biti	Vmca1p-an-n---p	1
bih	biti	Vmca1s-an-n---p	3
bi	biti	Vmca1s-an-n---p	3
bi'	biti	Vmca1s-an-n---p	3
biste	biti	Vmca2p-an-n---p	1
bi	biti	Vmca2s-an-n---p	1
biše	biti	Vmca3p-an-n---p	2
bi	biti	Vmca3p-an-n---p	2
bi	biti	Vmca3s-an-n---p	1
zveknusmo	zveknuti	Vmia1p-an-n---e	1598
žrtvovasmo	žrtvovati	Vmia1p-an-n---e	1598
žmurismo	žmuriti	Vmia1p-an-n---e	1598
zgužvasmo	zgužvati	Vmia1p-an-n---e	1598
zgurasmo	zgurati	Vmia1p-an-n---e	1598
zvučasmo	zvučati	Vmia1p-an-n---p	1319
zvonismo	zvoniti	Vmia1p-an-n---p	1319
zviždukasmo	zviždukati	Vmia1p-an-n---p	1319
zviždasmo	zviždati	Vmia1p-an-n---p	1319
zvasmo	zvati	Vmia1p-an-n---p	1319
zveknuh	zveknuti	Vmia1s-an-n---e	1599
žrtvovah	žrtvovati	Vmia1s-an-n---e	1599
žmurih	žmuriti	Vmia1s-an-n---e	1599
zgužvah	zgužvati	Vmia1s-an-n---e	1599
zgurah	zgurati	Vmia1s-an-n---e	1599
zvučah	zvučati	Vmia1s-an-n---p	1319
zvonih	zvoniti	Vmia1s-an-n---p	1319
zviždukah	zviždukati	Vmia1s-an-n---p	1319
zviždah	zviždati	Vmia1s-an-n---p	1319
zvah	zvati	Vmia1s-an-n---p	1319
zveknuste	zveknuti	Vmia2p-an-n---e	1598
žrtvovaste	žrtvovati	Vmia2p-an-n---e	1598
žmuriste	žmuriti	Vmia2p-an-n---e	1598
zgužvaste	zgužvati	Vmia2p-an-n---e	1598
zguraste	zgurati	Vmia2p-an-n---e	1598
zvučaste	zvučati	Vmia2p-an-n---p	1319
zvoniste	zvoniti	Vmia2p-an-n---p	1319
zviždukaste	zviždukati	Vmia2p-an-n---p	1319
zviždaste	zviždati	Vmia2p-an-n---p	1319
zvaste	zvati	Vmia2p-an-n---p	1319
zveknu	zveknuti	Vmia2s-an-n---e	1609
žrtvova	žrtvovati	Vmia2s-an-n---e	1609
žmuri	žmuriti	Vmia2s-an-n---e	1609
zgužva	zgužvati	Vmia2s-an-n---e	1609
zgura	zgurati	Vmia2s-an-n---e	1609
zvuča	zvučati	Vmia2s-an-n---p	1318
zvoni	zvoniti	Vmia2s-an-n---p	1318
zvižduka	zviždukati	Vmia2s-an-n---p	1318
